Set,Date,date2,Where,Description,State,Number,Zipcodes,notes,cause
FY 2009,09/11/2009,09/09/2009,"Huntington Manor FD, Huntington Station, NY 11746",The worker was first on the scene and called the fire department. He walked around the building to assess the situation. The worker collapsed as emergency responders arrived. He was transported to the hospital where he was pronounced dead.,NY,1,11746,,
FY 2009,09/11/2009,09/09/2009,"McKenzie Contracting, Mullins, SC 29574",The worker was operating a weed-eater on the side of the highway when he was struck by a car.,SC,1,29574,,
FY 2009,09/11/2009,09/10/2009,"Chipco LLC Oil & Gas Company, Londonderry, OH 45647",Employees were shutting down a natural gas well and flushing it with water. They disturbed a pocket of hydrogen sulfide and were overcome by the gas. One employee fatality and two employees were hospitalized.,OH,1,45647,,suffocate
FY 2009,09/11/2009,09/10/2009,"CMH Moving Inc., Hopkinsville, KY",A cable was hooked to a small trailer that was up against a tree. The trailer started moving and the Worker got between the trailer and the truck and was caught between the two.,KY,1,42240,,
FY 2009,9/18/2009,09/08/2009,"Transor Inc., Philadelphia, PA 19129",Worker was caught between a dock plate and a truck's trailer.,PA,1,19129,,
FY 2009,9/18/2009,09/10/2009,"Atlas SIgn, Houston, TX 77036",Worker was making a connector from a store sign to a breaker panel and was electrocuted.,TX,1,77036,,
FY 2009,9/18/2009,09/11/2009,"Outdoor Creations Landscape & Design, McGregor, IA 52157",The Worker was pinned under a construction trailer while working for Outdoor Creations Landscaping & Design. The tandem axle trailer was parked on a slight incline and began to roll backwards at some point pinning the Worker between the tires of the two axles.,IA,1,52157,,
FY 2009,9/18/2009,09/12/2009,"Edgewater Hotel & Casino, Laughlin, NV 89028",The Worker was found on the kitchen floor of the Edgewater Hotel & Casino. The Worker told a co-worker that he had collapsed on the floor. The co-worker went for help and when he returned the Worker was not responding. Attempts were made to revive him but he never responded.,NV,1,89028,,
FY 2009,9/18/2009,09/12/2009,"IBT, Inc., Merriam, KS 66203","Worker was standing on a scissor lift taking inventory and fell 5 feet, hitting his head on the cement below.",KS,1,66203,,
FY 2009,9/18/2009,9/13/2009,"Tony's Construction Service, Inc., Raleigh, NC",Worker was demolishing a concrete block wall when the wall collapsed striking the Worker resulting in crushing injuries which resulted in the fatality.,NC,1,27511,,
FY 2009,9/18/2009,9/14/2009,"Earth Words Solutions, WY",During culvert removal preparations the Worker placed himself in an excavation with no cave-in protection. The Worker was killed when a cave-in occurred.,WY,1,unknown,,
FY 2009,9/18/2009,9/14/2009,"Gordon Bennett Painting Inc., Whitehouse Station, NJ 08889",Worker fell through a skylight.,NJ,1,8889,,
FY 2009,9/18/2009,9/14/2009,"Issaquah Highlands Recreation Club, Issaquah, WA 98027",Worker died as a result of being struck by a dead alder tree.,WA,1,98027,,
FY 2009,9/18/2009,9/14/2009,"S & S Communication Specialists Inc., Wet Plains, MO 65775",Worker during the erection of a communication tower fell 325 feet.,MO,1,65775,,
FY 2009,9/18/2009,9/14/2009,"Scandrill, Inc., Logansport, LA 71049","Worker was struck by a pipe, knocked under a V-Door and fell through the V-Door to a catwalk 20 feet below.",LA,1,71049,,
FY 2009,9/18/2009,9/14/2009,"Terral Reverservice, Inc., Lake Providence, LA 71254","Worker was on a platform that collapsed, falling 25 feet.",LA,1,71254,,
FY 2009,9/18/2009,9/15/2009,"Commercial Brick Corporation, Wewoka, OK 74884",Worker was reaching in to straighten up brick that had fallen over to one side for the setting head and was caught between the brick and the setting head.,OK,1,74884,,
FY 2009,9/18/2009,9/15/2009,"Joaquin Sierra, Waterloo, IA 50701",The Worker fell and struck his head on cement. He was hospitalized and later passed away from his injuries.,IA,1,50701,,
FY 2009,9/18/2009,9/15/2009,"Myles Construction Company, Inc., Hopkins, SC 29061",The Worker was standing on an elevated template made of steel. The bottom cross brace of the lead struck and pinned the Worker's head against an existing pilling resulting in death.,SC,1,29061,,
FY 2009,9/18/2009,9/15/2009,"Priola Construction Corporation, Lake Charles, LA 70605","Employees were attempting to raise a 14 x 26 framed wall by hand and the wind increased. The wall fell, crushing the Worker and hospitalizing another employee.",LA,1,70605,,
FY 2009,9/18/2009,9/16/2009,"Bowman's Inc. of Mountain Home, Pocatello, ID 83201",Worker was buried in a trench.,ID,1,83201,,
FY 2009,9/18/2009,9/16/2009,"Hendren Tow Boat Company, Inc., Portland, OR 97217","Worker was boarding a tow boat and fell into the water, drowning.",OR,1,97217,,
FY 2009,9/18/2009,9/16/2009,"NYCPD 46 Pct., Bronx, NY 10457",The Worker collapsed in the locker room at the 46th Pct station house by an apparent heart failure. He was transported to St. Barnabas hospital where he was pronounced dead.,NY,1,10457,,
FY 2009,9/18/2009,9/16/2009,"Phillips Paving Company, Inc., Excelsior Springs, MO 64024",Worker was operating a Sakai Roller near the edge of a steep embankment and the Roller rolled off the embankment. The Worker jumped free and was crushed when the machine landed on top of him.,MO,1,64024,,
FY 2009,9/18/2009,9/17/2009,"Con-Tech Insulation LLC, Afton, MO 63123",Worker fell down an elevator shaft to the basement.,MO,1,63123,,
FY 2009,9/18/2009,9/17/2009,"Eugene Rayburn Lumber Co., Inc., Olive Hille, KY 41164",Worker was struck by a piece of lumber he was working on that kicked back and struck him in the chest. Cause of death was blunt force trauma.,KY,1,41164,,
FY 2009,9/18/2009,9/17/2009,"JW Senseney Orchards, Wenatchee, WA 98801","The Worker was run over by a concrete dump trailer. The Worker had severe spine, pelvic and skull injuries. He died from his injuries on 9/19/2006.",WA,1,98801,,
FY 2009,9/18/2009,9/17/2009,"Panda Garden Restaurant, Mesquite, NV 89027",The Worker was at the front desk of the Restaurant when he collapsed from an apparent heart attack. CPR was performed and he was transported to the hospital where he was pronounced dead.,NV,1,89027,,
FY 2009,9/18/2009,9/18/2009,"Strouhal Tire Centers, Corpus Christi, TX 78409","Worker was working under a front end loader utilizing a wooden block and a 20-ton bottle jack to lift a front end loader that fell, crushing the Worker.",TX,1,78409,,
FY 2009,9/18/2009,9/18/2009,"The Korte Company, Las Vegas, NV 89147",The Worker had come from the office trailer to the front lobby of the church where he was doing construction and collapsed. Workers administered CPR while on the phone with 911. He was transported to the hospital where he was pronounced dead.,NV,1,89147,,natural
FY 2009,9/25/2009,8/27/2009,"M.C. Dean, Inc., Doraville, GA 30340","Worker was working on a roof top performing some voltage testing on an exhaust fan. He fell 25.8 feet through the roof skylight, landing on the concrete inside the building.",GA,1,30340,,fell
FY 2009,9/25/2009,8/31/2009,"Future Lighting Services, LLC, Dublin, GA 31040","Worker was working from a scissor lift replacing a ballast to light a fixture. In connecting the ballast wires to the energized wires, worker received a fatal electrical shock and was electrocuted.",GA,1,31040,,
FY 2009,9/25/2009,09/11/2009,"Ault Bros. Inc. Electrical Contractors, Stuart, FL 34997","Worker fell 8 ft, 10 inches from a scaffold landing on the concrete floor below.",FL,1,34997,,
FY 2009,9/25/2009,09/11/2009,"J J Auto Air, Inc. dba Dependable Auto Repair, Winter Park, FL 32789","Worker was driving an ATV and lost control of the vehicle, running it into a wall.",FL,1,32789,,
FY 2009,9/25/2009,9/13/2009,"University of Chicago Hospitals, Chicago, IL 60637-1470","Worker was working with a strain of bacteria, and was complaining of shortness of breath and flu-like symptoms.",IL,1,60637,,
FY 2009,9/25/2009,9/14/2009,"Aarons Tree Service, Bradenton, FL 34208",Worker was cutting a tree and the limb he was cutting fell on him causing him to fall 40 feet to the ground below.,FL,1,34208,,
FY 2009,9/25/2009,9/14/2009,"Veolia Environmental Services Pinellas, Inc., St. Petersburg, FL 33716-2002",Worker was welding and was struck by a piece of metal.,FL,1,33716,,
FY 2009,9/25/2009,9/15/2009,"D & D Bluesprings LTD, Co., Eldridge, MO 65463","Worker fell off a mule, hitting his head on the gravel road.",MO,1,65463,,
FY 2009,9/25/2009,9/15/2009,"Fedex Express, Conway, AR 72032",Worker was delivering a package and was run over by a front end loader.,AR,1,72032,,
FY 2009,9/25/2009,9/15/2009,"Quincy Joist Co., Inc., Quincy, FL 32351-2714",Worker was struck by a joist.,FL,1,32351,,
FY 2009,9/25/2009,9/16/2009,"Northwest Illinois Construction, LLC, Morrison, IL 61270",Worker was struck by an on-site dump truck.,IL,1,61270,,
FY 2009,9/25/2009,9/18/2009,"K&C Auto Body Center, Inc., Syracuse, NY 13204",Worker was cutting off a drum. The drum exploded.,NY,1,13204,,
FY 2009,9/25/2009,9/18/2009,"Ocean Cable Group, Inc., Linwood, NJ 08221",Worker was removing an aerial drop and fell 20 feet from an extension ladder.,NJ,1,8221,,
FY 2009,9/25/2009,9/18/2009,"Sams Club, Salina, KS 67401",Worker was found between a forklift and a metal beam.,KS,1,67401,,
FY 2009,9/25/2009,9/19/2009,"Kelchner, Inc., Miamisburg, OH 45342",Worker fell and was run over by a bulldozer.,OH,1,45342,,
FY 2009,9/25/2009,9/19/2009,"M.J. Electric, Florence, WI 54121",Worker was replacing a live line and wrecking out a couple of towers. Worker contacted a live line and was electrocuted.,WI,1,54121,,
FY 2009,9/25/2009,9/21/2009,"Hughes Erection and Fabrication, Bay St. Louis, MS 39520",Worker was in a manlift putting on an angle to a post and was found on the ground.,MS,1,39520,,
FY 2009,9/25/2009,9/21/2009,"Paper Tigers, Camden, AR 71701",Worker was welding near or on a baler and was discovered entrapped in the baler.,AR,1,71701,,
FY 2009,9/25/2009,9/23/2009,"Aurrora Elevator, Inc., Aurora, IA 50607",Worker was engulfed in a corn storage bin. Emergency rescue services discovered the worker buried beneath the corn.,IA,1,50607,,
FY 2009,9/25/2009,9/23/2009,"Superior Mobile Home and Transport, Greers Ferry, AR",Worker was spotting a mobile home. The home slipped off the jack onto the worker.,AR,1,72067,,
FY 2009,9/25/2009,9/24/2009,"Lattins Country Cider Mill & Farm, Olympia, WA 98501","The worker was confronted in the parking lot of Cider Mill. The worker ran into the barn, where shots were fired killing the worker.",WA,1,98501,,
FY 2009,9/25/2009,9/24/2009,"Underground Utilities Contractors, Inc., Cabot, AR 72023",Worker was installing a 7620-volt power line and was electrocuted.,AR,1,72023,,
FY 2009,9/25/2009,9/25/2009,"Cross Country Vans Inc., Bosque Farms, NM 87068",The worker was found by another transport driver unconscious. Attempts to revive were unsuccessful.,NM,1,87068,,
FY 2009,9/25/2009,9/25/2009,"Protection Service Inc., High Point, NC 27260",The worker was clearing a traffic control work zone when he was struck by a vehicle in the closed lane.,NC,1,27260,,
FY 2009,9/25/2009,9/25/2009,"Rooster, La Rue, OH 43332",Worker was cleaning poultry coops/bins and fell 18-20 feet off an extension ladder.,OH,1,43332,,
FY 2010,10/02/2009,09/20/09,"OZ Technology, Inc., Rathdrum, ID 83858","Decedent was working inside a mobile home, mixing propane and butane to make a substitute refrigerant. A fire occurred. The cause of death was determined to be carbon monoxide asphyxiation.",ID,1,83858,,
FY 2010,10/02/2009,09/21/09,"Dennis Powell Loggin, St. Maries, ID 83861",Decedent was driving a log truck uphill to pick up a load of logs. The truck left the road and went 200 feet down a hill. Decedent was thrown for the truck.,ID,1,83861,,
FY 2010,10/02/2009,09/23/09,"Hines Construction Company, Sparta, GA 31087","Employees were installing roof trusses 20 feet from ground level, when 50 trusses fell in a domino effect crushing the employees. One employee fatality and to employees were hospitalized.",GA,1,31087,,
FY 2010,10/02/2009,09/24/09,"U E Power Train dba Bucks Engines, Amarillo, TX 79109","Decedent was observed standing behind the parts counter, conscious but bleeding from the head.",TX,1,79109,,
FY 2010,10/02/2009,09/25/09,"Innovative Masonry, LLC, Hoboken, NJ 07030","Decedent fell 4-ft, 8-inches off a platform, striking his head.",NJ,1,7030,,
FY 2010,10/02/2009,09/25/09,"St. Peter Catholic Church, Deland, FL 32720","Decedent was cleaning the grout on the walls with a pressure washer, containing water, and was overexposed to carbon monoxide.",FL,1,32720,,
FY 2010,10/02/2009,09/25/09,"Tyson Foods - River Valley Animal Foods, Scranton, AR 72863","Decedent was dumping a load of offal from a tractor trailer. He was in the process of dumping offal into a bin when the tailgate malfunctioned. Decedent was freeing the tailgate, it released, and the load swept the decedent into the offal bin. Decedent drowned in the bin.",AR,1,72863,,
FY 2010,10/02/2009,09/26/09,"Artistic Painting Company, Grand Praire, TX 75050","Decedent was using a scaffold above 10 to 15 feet while painting. Instead of extending the scaffold, he used a step ladder on the scaffold, and feel off the scaffold.",TX,1,75050,,
FY 2010,10/02/2009,09/26/09,"UPS, Louisville, KY 40202",The decedent returned from his break to his work area and was sitting when he fell over. He was transported to a local hospital where he was pronounced dead. It was determined the decedent died from natural causes.,KY,1,40202,,
FY 2010,10/02/2009,09/27/09,"Colorado Bell Hotel & Casino, Laughlin, NV 89028",The decedent was not feeling well and left work early. While he was sitting waiting for the bus he collapsed and was non-responsive from an apparent heart attack. He was transported to the hospital where he was pronounced dead.,NV,1,89028,,
FY 2010,10/02/2009,09/28/09,"B & C Auto Inc., Davenport, IA 52806",The decedent was removing a part from an elevated truck. The truck fell crushing the decedent.,IA,1,52806,,
FY 2010,10/02/2009,09/28/09,"Brinks, Inc., Evansville, IN 47711","Decedent was assisting in unloading material when he fell from the back of the truck, striking his head.",IN,1,47711,,
FY 2010,10/02/2009,09/28/09,"Jacoby Feed & Seed, Melvin, TX 76858",Employees were installing a tilt-wall into a trench. Decedent was inside the trench when the earth collapsed.,TX,1,76858,,
FY 2010,10/02/2009,09/28/09,"Nelson Brothers Construction Co., Eagle Mountain, UT 84005",Decedent was operating a roller compactor on a grade. The compactor tipped over and fell on the decedent resulting in the decedent's death.,UT,1,84005,,
